x,y,z
-1.00000,-1.00000,-32.00000
-1.00000,-1.00000,-31.00000
-1.00000,-1.00000,-30.00000
-1.00000,-1.00000,-29.00000
-1.00000,-1.00000,-28.00000
-1.00000,-1.00000,-27.00000
11.26680,51.26680,7.26680
11.69400,51.69400,7.69400
24.76530,55.76530,15.76530
0.00000,2.18322,0.00000
0.00000,2.18323,0.00000
0.00000,3.18324,0.00000
0.00000,3.18325,0.00000
0.00000,3.18326,0.00000
0.00000,3.18327,0.00000
0.00000,3.18328,0.00000
0.00000,3.18329,0.00000
0.00000,3.18330,0.00000
0.00000,3.18331,0.00000
0.00000,3.18332,0.00000
0.00000,3.18333,0.00000
0.00000,3.18334,0.00000
0.00000,3.18335,0.00000
0.00000,4.18340,0.00000
0.00000,4.18344,0.00000
0.00000,4.18348,0.00000
0.00000,4.18349,0.00000
0.00000,4.18350,0.00000
0.00000,4.18351,0.00000
0.00000,5.18352,0.00000
0.00000,5.18353,0.00000
0.00000,5.18354,0.00000
0.00000,5.18355,0.00000
0.00000,5.18356,0.00000
0.00000,5.18357,0.00000
0.00000,5.18358,0.00000
0.00000,5.18359,0.00000
0.00000,5.18360,0.00000
0.00000,5.18361,0.00000
0.00000,5.18362,0.00000
0.00000,5.18363,0.00000
0.00000,6.18374,0.00000
0.00000,6.18376,0.00000
0.00000,6.18377,0.00000
0.00000,6.18378,0.00000
0.00000,6.18379,0.00000
0.00000,7.18380,0.00000
0.00000,7.18381,0.00000
0.00000,7.18382,0.00000
0.00000,7.18383,0.00000
0.00000,7.18384,0.00000
0.00000,7.18385,0.00000
0.00000,7.18386,0.00000
0.00000,7.18387,0.00000
0.00000,7.18390,0.00000
0.00000,8.18392,0.00000
0.00000,8.18393,0.00000
0.00000,8.18394,0.00000
0.00000,8.18395,0.00000
0.00000,8.18396,0.00000
0.00000,8.18397,0.00000
0.00000,8.18398,0.00000
0.00000,8.18399,0.00000
0.00000,8.18400,0.00000
0.00000,8.18401,0.00000
0.00000,8.18402,0.00000
0.00000,8.18403,0.00000
0.00000,8.18404,0.00000
0.00000,8.18405,0.00000
0.00000,8.18406,0.00000
0.00000,8.18407,0.00000
0.00000,9.18408,0.00000
0.00000,9.18409,0.00000
0.00000,9.18410,0.00000
0.00000,9.18411,0.00000
0.00000,9.18412,0.00000
0.00000,9.18413,0.00000
0.00000,9.18414,0.00000
0.00000,9.18415,0.00000
0.00000,9.18416,0.00000
0.00000,9.18417,0.00000
0.00000,9.18418,0.00000
0.00000,9.18419,0.00000
0.00000,11.18420,0.00000
0.00000,11.18421,0.00000
0.00000,11.18422,0.00000
0.00000,11.18423,0.00000
0.00000,11.18424,0.00000
0.00000,11.18425,0.00000
0.00000,11.18426,0.00000
0.00000,11.18427,0.00000
0.00000,11.18428,0.00000
0.00000,11.18429,0.00000
0.00000,11.18430,0.00000
0.00000,11.18431,0.00000
0.00000,13.18432,0.00000
0.00000,13.18433,0.00000
0.00000,13.18434,0.00000
0.00000,13.18435,0.00000
0.00000,13.18436,0.00000
0.00000,13.18437,0.00000
0.00000,13.18438,0.00000
0.00000,13.18439,0.00000
0.00000,13.18440,0.00000
0.00000,13.18441,0.00000
0.00000,13.18442,0.00000
0.00000,13.18443,0.00000
0.00000,15.18444,0.00000
0.00000,15.18445,0.00000
0.00000,15.18446,0.00000
0.00000,15.18447,0.00000
0.00000,15.18448,0.00000
0.00000,15.18449,0.00000
0.00000,15.18450,0.00000
0.00000,15.18451,0.00000
0.00000,15.18452,0.00000
0.00000,15.18453,0.00000
0.00000,15.18454,0.00000
0.00000,15.18455,0.00000
0.00000,17.18456,0.00000
0.00000,17.18457,0.00000
0.00000,17.18458,0.00000
0.00000,17.18459,0.00000
0.00000,17.18460,0.00000
0.00000,17.18461,0.00000
0.00000,17.18462,0.00000
0.00000,17.18463,0.00000
0.00000,17.18464,0.00000
0.00000,17.18465,0.00000
0.00000,17.18466,0.00000
0.00000,17.18467,0.00000
0.00000,19.18468,0.00000
0.00000,19.18469,0.00000
0.00000,19.18470,0.00000
0.00000,19.18471,0.00000
0.00000,19.18472,0.00000
0.00000,19.18473,0.00000
0.00000,19.18474,0.00000
0.00000,19.18475,0.00000
0.00000,19.18476,0.00000
0.00000,19.18477,0.00000
0.00000,19.18478,0.00000
0.00000,19.18479,0.00000
0.00000,21.18480,0.00000
0.00000,21.18481,0.00000
0.00000,21.18482,0.00000
0.00000,21.18483,0.00000
0.00000,21.18484,0.00000
0.00000,21.18485,0.00000
0.00000,21.18486,0.00000
0.00000,21.18487,0.00000
0.00000,21.18488,0.00000
0.00000,21.18489,0.00000
0.00000,21.18490,0.00000
0.00000,21.18491,0.00000
0.00000,23.18492,0.00000
0.00000,23.18493,0.00000
0.00000,23.18494,0.00000
0.00000,23.18495,0.00000
0.00000,23.18496,0.00000
0.00000,23.18497,0.00000
0.00000,23.18498,0.00000
0.00000,23.18499,0.00000
0.00000,23.18500,0.00000
0.00000,23.18501,0.00000
0.00000,23.18502,0.00000
0.00000,23.18503,0.00000
0.00000,25.18504,0.00000
0.00000,25.18505,0.00000
0.00000,25.18506,0.00000
0.00000,25.18507,0.00000
0.00000,25.18508,0.00000
0.00000,25.18509,0.00000
0.00000,25.18510,0.00000
0.00000,25.18511,0.00000
0.00000,25.18512,0.00000
0.00000,25.18513,0.00000
0.00000,25.18514,0.00000
0.00000,25.18515,0.00000
0.00000,27.18516,0.00000
0.00000,27.18517,0.00000
0.00000,27.18518,0.00000
0.00000,27.18519,0.00000
0.00000,27.18520,0.00000
0.00000,27.18521,0.00000
0.00000,27.18522,0.00000
0.00000,27.18523,0.00000
0.00000,27.18524,0.00000
0.00000,27.18525,0.00000
0.00000,27.18526,0.00000
0.00000,27.18527,0.00000
0.00000,29.18528,0.00000
0.00000,29.18529,0.00000
0.00000,29.18530,0.00000
0.00000,29.18531,0.00000
0.00000,29.18532,0.00000
0.00000,29.18533,0.00000
0.00000,29.18534,0.00000
0.00000,29.18535,0.00000
0.00000,29.18536,0.00000
0.00000,29.18537,0.00000
0.00000,29.18538,0.00000
0.00000,29.18539,0.00000
0.00000,52.00000,0.00000
0.00000,53.00000,0.00000
0.00000,54.00000,0.00000
0.00000,56.00000,0.00000
0.00000,58.00000,0.00000
0.00000,60.00000,0.00000
0.00000,61.00000,0.00000
0.00000,62.00000,0.00000
0.00000,63.00000,0.00000
0.00000,64.00000,0.00000
0.00000,65.00000,0.00000
0.00000,66.00000,0.00000
0.00000,67.00000,0.00000
0.00000,68.00000,0.00000
0.00000,69.00000,0.00000
0.00000,70.00000,0.00000
0.00000,71.00000,0.00000
0.00000,72.00000,0.00000
0.00000,73.00000,0.00000
0.00000,74.00000,0.00000
0.00000,75.00000,0.00000
1.00000,43.00000,0.00000
1.00000,44.00000,0.00000
1.00000,45.00000,0.00000
1.00000,46.00000,0.00000
2.00000,41.00000,0.00000
4.00000,22.00000,0.00000
4.00000,26.00000,0.00000
4.00000,28.00000,0.00000
4.00000,30.00000,0.00000
4.00000,31.00000,0.00000
4.00000,42.00000,0.00000
5.00000,0.00000,0.00000
5.00000,21.00000,0.00000
5.00000,23.00000,0.00000
5.00000,40.00000,0.00000
6.00000,0.00000,0.00000
6.00000,8.00000,0.00000
6.00000,26.00000,0.00000
6.00000,28.00000,0.00000
6.00000,30.00000,0.00000
6.00000,32.00000,0.00000
9.06030,6.06030,2.06030
7.00000,19.00000,0.00000
7.00000,21.00000,0.00000
15.36140,12.36140,8.36140
15.52580,12.52580,8.52580
8.00000,9.00000,0.00000
8.00000,11.00000,0.00000
8.00000,13.00000,0.00000
8.00000,22.00000,0.00000
8.00000,23.00000,0.00000
8.00000,29.00000,0.00000
8.00000,33.00000,0.00000
9.00000,1.00000,0.00000
9.00000,2.00000,0.00000
9.00000,7.00000,0.00000
9.00000,8.00000,0.00000
9.00000,17.00000,0.00000
9.00000,27.00000,0.00000
9.00000,30.00000,0.00000
9.00000,32.00000,0.00000
9.00000,35.00000,0.00000
9.00000,36.00000,0.00000
9.00000,38.00000,0.00000
12.00000,1.00000,0.00000
15.00000,1.00000,0.00000
-1.00000,-1.00000,-26.00000
2.00000,0.19005,0.00000
2.00000,0.19007,0.00000
2.00000,0.19008,0.00000
2.00000,0.19010,0.00000
2.00000,0.19012,0.00000
2.00000,0.19013,0.00000
2.00000,0.19014,0.00000
-1.00000,-1.00000,-25.00000
-1.00000,-1.00000,-24.00000
-1.00000,-1.00000,-23.00000
-1.00000,-1.00000,-22.00000
-1.00000,-1.00000,-21.00000
-1.00000,-1.00000,-20.00000
23.00000,1.00000,0.00000
23.00000,2.00000,0.00000
23.00000,5.00000,0.00000
23.00000,6.00000,0.00000
24.00000,4.00000,0.00000
24.00000,8.00000,0.00000
24.00000,9.00000,0.00000
24.00000,10.00000,0.00000
25.00000,0.00000,0.00000
25.00000,3.00000,0.00000
25.00000,14.00000,0.00000
25.00000,24.00000,0.00000
0.02560,0.20768,0.02560
930.00000,0.00000,0.00000
10.00000,21.00000,0.00000
0.08180,21.25780,0.08180
9.00000,26.00000,0.00000
9.00000,18.00000,0.00000
-0.73970,-0.73970,-26.73970
-0.03000,-0.03000,-26.03000
0.11170,0.11170,-25.88830
0.51340,0.51340,-25.48660
0.67710,0.67710,-25.32290
10.00000,30.00000,0.00000
10.00000,35.00000,0.00000
8.25440,1.25440,0.25440
8.97540,3.97540,0.97540
8.45250,5.45250,0.45250
0.00000,0.00000,0.00000
10.00000,0.00000,0.00000
-0.27730,-0.27730,-77.27730
17.00000,2.00000,0.00000
17.00000,1.00000,0.00000
17.00000,3.00000,0.00000
2.63890,0.63890,0.63890
9.51500,40.51500,0.51500
16.00000,1.00000,0.00000
-1.00000,-1.00000,-1.00000
0.24820,0.24820,-25.75180
4.18980,29.18980,0.18980
0.45710,75.45710,0.45710
1.31550,76.31550,1.31550
4.41490,20.41490,0.41490
4.57590,20.57590,0.57590
4.90240,20.90240,0.90240
1.83380,45.83380,0.83380
2.12610,46.12610,1.12610
2.19350,46.19350,1.19350
4.76180,20.76180,0.76180
3.78000,47.78000,2.78000
4.08060,48.08060,3.08060
4.79410,48.79410,3.79410
4.39130,20.39130,0.39130
4.90260,48.90260,3.90260
5.65280,49.65280,4.65280
6.64010,50.64010,5.64010
4.27140,20.27140,0.27140
6.87980,50.87980,5.87980
7.17180,51.17180,6.17180
7.66870,51.66870,6.66870
4.45250,20.45250,0.45250
5.06530,21.06530,1.06530
5.08620,21.08620,1.08620
5.23930,21.23930,1.23930
1.67210,46.67210,0.67210
2.24840,47.24840,1.24840
2.34550,47.34550,1.34550
2.65250,47.65250,1.65250
3.38920,48.38920,2.38920
4.03060,49.03060,3.03060
4.83230,49.83230,3.83230
5.53450,50.53450,4.53450
5.55510,50.55510,4.55510
6.38940,51.38940,5.38940
7.25020,52.25020,6.25020
7.79780,52.79780,6.79780
8.30860,53.30860,7.30860
4.43890,20.43890,0.43890
2.99250,45.99250,0.99250
2.00900,46.00900,0.00900
4.93350,20.93350,0.93350
2.78370,46.78370,0.78370
2.95370,46.95370,0.95370
3.63260,47.63260,1.63260
4.63200,48.63200,2.63200
4.90980,48.90980,2.90980
5.77570,49.77570,3.77570
6.12630,50.12630,4.12630
6.66780,50.66780,4.66780
7.54760,51.54760,5.54760
7.61950,51.61950,5.61950
8.23280,52.23280,6.23280
9.05350,53.05350,7.05350
9.55530,53.55530,7.55530
3.69390,46.69390,1.69390
3.87500,46.87500,1.87500
4.56900,47.56900,2.56900
5.14530,48.14530,3.14530
5.54530,48.54530,3.54530
6.29060,49.29060,4.29060
6.60430,49.60430,4.60430
6.71380,49.71380,4.71380
6.80150,49.80150,4.80150
7.70550,50.70550,5.70550
7.71130,50.71130,5.71130
8.08920,51.08920,6.08920
5.52670,21.52670,1.52670
4.06180,44.06180,0.06180
6.00910,22.00910,2.00910
3.44050,44.44050,0.44050
4.32210,45.32210,1.32210
4.45500,45.45500,1.45500
5.17220,46.17220,2.17220
6.05140,47.05140,3.05140
6.54860,47.54860,3.54860
6.85610,47.85610,3.85610
7.24930,48.24930,4.24930
7.47730,48.47730,4.47730
7.97860,48.97860,4.97860
8.29720,49.29720,5.29720
7.03060,48.03060,4.03060
7.13510,48.13510,4.13510
7.89400,48.89400,4.89400
3.73240,45.73240,0.73240
4.22800,46.22800,1.22800
4.44140,46.44140,1.44140
4.81020,46.81020,1.81020
5.49800,47.49800,2.49800
6.09520,48.09520,3.09520
6.94490,48.94490,3.94490
7.85640,49.85640,4.85640
8.71740,50.71740,5.71740
8.76630,50.76630,5.76630
9.43570,51.43570,6.43570
9.63450,51.63450,6.63450
10.41080,52.41080,7.41080
5.80290,21.80290,1.80290
8.49120,49.49120,5.49120
5.31510,21.31510,1.31510
5.37800,21.37800,1.37800
6.43230,22.43230,2.43230
6.63090,22.63090,2.63090
6.03980,22.03980,2.03980
9.99180,53.99180,7.99180
8.89720,53.89720,7.89720
4.71140,43.71140,0.71140
5.07410,44.07410,1.07410
4.92850,44.92850,0.92850
5.46230,45.46230,1.46230
5.62650,45.62650,1.62650
6.04160,46.04160,2.04160
6.28180,46.28180,2.28180
6.38120,46.38120,2.38120
7.19510,47.19510,3.19510
7.22270,47.22270,3.22270
7.43340,47.43340,3.43340
8.38110,48.38110,4.38110
9.07310,49.07310,5.07310
9.98020,49.98020,5.98020
5.79480,44.79480,1.79480
6.03190,45.03190,2.03190
6.45210,45.45210,2.45210
6.87220,45.87220,2.87220
7.47730,46.47730,3.47730
8.19000,47.19000,4.19000
8.49690,47.49690,4.49690
9.30260,48.30260,5.30260
9.73160,48.73160,5.73160
9.78670,48.78670,5.78670
10.46040,49.46040,6.46040
6.00070,22.00070,2.00070
5.85970,21.85970,1.85970
6.57260,22.57260,2.57260
7.25330,23.25330,3.25330
6.75150,22.75150,2.75150
6.41860,22.41860,2.41860
6.14070,22.14070,2.14070
7.46330,23.46330,3.46330
8.00840,24.00840,4.00840
7.05000,23.05000,3.05000
15.88980,6.88980,0.88980
5.37870,44.37870,0.37870
5.90940,44.90940,0.90940
6.42070,45.42070,1.42070
6.99080,45.99080,1.99080
7.03930,46.03930,2.03930
7.32520,46.32520,2.32520
7.34990,46.34990,2.34990
7.41020,46.41020,2.41020
7.57080,46.57080,2.57080
8.48450,47.48450,3.48450
9.39150,48.39150,4.39150
9.75870,48.75870,4.75870
9.77240,48.77240,4.77240
10.12720,49.12720,5.12720
5.60810,43.60810,0.60810
5.78140,43.78140,0.78140
6.19470,44.19470,1.19470
6.80440,44.80440,1.80440
7.66170,45.66170,2.66170
7.84510,45.84510,2.84510
7.96430,45.96430,2.96430
8.16800,46.16800,3.16800
0.83890,72.83890,0.83890
11.07090,50.07090,6.07090
6.93280,44.93280,0.93280
9.24090,23.24090,0.24090
6.81940,44.81940,0.81940
6.87390,44.87390,0.87390
7.58540,45.58540,1.58540
8.13220,46.13220,2.13220
8.35420,46.35420,2.35420
8.40580,46.40580,2.40580
8.97600,46.97600,2.97600
9.03150,47.03150,3.03150
10.02640,48.02640,4.02640
10.54950,48.54950,4.54950
10.64590,48.64590,4.64590
11.23360,49.23360,5.23360
11.85610,49.85610,5.85610
12.11890,50.11890,6.11890
6.00920,43.00920,0.00920
6.91160,43.91160,0.91160
7.09250,44.09250,1.09250
7.90600,44.90600,1.90600
8.06670,45.06670,2.06670
8.21310,45.21310,2.21310
8.33980,45.33980,2.33980
8.85750,45.85750,2.85750
9.65300,46.65300,3.65300
10.33590,47.33590,4.33590
10.89640,47.89640,4.89640
11.27080,48.27080,5.27080
11.88450,48.88450,5.88450
0.30990,6.10990,0.30990
0.24790,19.41390,0.24790
0.81090,21.98790,0.81090
1.79430,22.97130,1.79430
0.42100,23.70770,0.42100
0.95670,24.24340,0.95670
1.59930,24.88600,1.59930
0.19540,27.19540,0.19540
0.35830,27.35830,0.35830
0.98540,27.98540,0.98540
1.50730,28.50730,1.50730
2.11350,29.11350,2.11350
8.21710,14.21710,0.21710
9.04230,15.04230,1.04230
-0.05530,-0.05530,-74.05530
0.65300,0.65300,-73.34700
0.69830,0.69830,-73.30170
1.64760,1.64760,-72.35240
1.95980,1.95980,-72.04020
2.15100,2.15100,-71.84900
2.84280,2.84280,-71.15720
3.20900,3.20900,-70.79100
0.76230,0.76230,-25.23770
-0.74700,-0.74700,-124.74700
-0.11960,-0.11960,-124.11960
12.53100,2.53100,0.53100
3.66920,7.66920,0.66920
3.98520,7.98520,0.98520
4.72650,8.72650,0.00000
15.93060,12.93060,8.93060
16.72540,13.72540,9.72540
17.21340,14.21340,10.21340
17.62420,14.62420,10.62420
18.00040,15.00040,11.00040
18.18240,15.18240,11.18240
19.18230,16.18230,12.18230
20.11720,17.11720,13.11720
20.27630,17.27630,13.27630
20.52860,17.52860,13.52860
21.51390,18.51390,14.51390
12.85210,49.85210,5.85210
13.05900,50.05900,6.05900
7.15940,43.15940,0.15940
7.32080,43.32080,0.32080
8.21470,44.21470,1.21470
8.80900,44.80900,1.80900
8.90410,44.90410,1.90410
9.32380,45.32380,2.32380
9.90480,45.90480,2.90480
10.63930,46.63930,3.63930
11.35730,47.35730,4.35730
11.59840,47.59840,4.59840
12.18100,48.18100,5.18100
13.09700,49.09700,6.09700
14.01150,50.01150,7.01150
8.64470,39.64470,0.64470
8.69010,39.69010,0.69010
8.80120,39.80120,0.80120
9.77430,40.77430,1.77430
10.19690,41.19690,2.19690
11.23590,42.23590,3.23590
12.12150,43.12150,4.12150
12.73900,43.73900,4.73900
13.14240,44.14240,5.14240
13.54740,44.54740,5.54740
14.00360,45.00360,6.00360
14.34630,45.34630,6.34630
15.09660,46.09660,7.09660
8.35960,40.35960,0.35960
9.01170,41.01170,1.01170
9.46900,41.46900,1.46900
9.54270,41.54270,1.54270
10.41850,42.41850,2.41850
11.30050,43.30050,3.30050
11.71450,43.71450,3.71450
12.52010,44.52010,4.52010
12.77090,44.77090,4.77090
13.05650,45.05650,5.05650
13.96560,45.96560,5.96560
14.30080,46.30080,6.30080
15.28780,47.28780,7.28780
15.53280,47.53280,7.53280
15.61670,47.61670,7.61670
9.86490,40.86490,0.86490
10.05170,41.05170,1.05170
10.41880,41.41880,1.41880
11.10760,42.10760,2.10760
11.20240,42.20240,2.20240
11.71070,42.71070,2.71070
12.40240,43.40240,3.40240
13.20220,44.20220,4.20220
14.16750,45.16750,5.16750
14.16920,45.16920,5.16920
15.06450,46.06450,6.06450
15.59510,46.59510,6.59510
15.84380,46.84380,6.84380
16.62700,47.62700,7.62700
17.25740,48.25740,8.25740
17.70640,48.70640,8.70640
18.40030,49.40030,9.40030
18.87010,49.87010,9.87010
19.35310,50.35310,10.35310
19.75370,50.75370,10.75370
20.12930,51.12930,11.12930
20.23830,51.23830,11.23830
20.39540,51.39540,11.39540
20.77520,51.77520,11.77520
21.66100,52.66100,12.66100
21.69800,52.69800,12.69800
22.44550,53.44550,13.44550
22.85480,53.85480,13.85480
19.34850,50.34850,10.34850
22.16570,53.16570,13.16570
23.79750,54.79750,14.79750
22.80270,53.80270,13.80270
0.80510,11.80510,0.80510
1.06810,12.06810,1.06810
0.67520,11.67520,0.67520
0.02340,17.02340,0.02340
0.90820,17.90820,0.90820
1.10280,18.10280,1.10280
16.27110,48.27110,8.27110
0.41550,10.41550,0.41550
0.91110,10.91110,0.91110
24.01320,55.01320,15.01320
24.43780,55.43780,15.43780
1.86120,11.86120,1.86120
0.75620,74.75620,0.75620
8.85740,0.85740,0.85740
9.17600,1.17600,1.17600
9.29060,1.29060,1.29060
9.36620,1.36620,1.36620
9.48810,1.48810,1.48810
12.66000,50.66000,6.66000
13.42130,51.42130,7.42130
13.99380,51.99380,7.99380
7.99310,48.99310,4.99310
8.74520,49.74520,5.74520
8.80180,49.80180,5.80180
13.61550,50.61550,6.61550
14.04000,51.04000,7.04000
14.48820,51.48820,7.48820
14.90580,51.90580,7.90580
15.19030,52.19030,8.19030
15.68570,52.68570,8.68570
15.74990,52.74990,8.74990
10.65090,52.65090,7.65090
8.82400,53.82400,7.82400
9.00120,54.00120,8.00120
9.09810,54.09810,8.09810
9.96920,53.96920,7.96920
10.35170,54.35170,8.35170
8.04390,52.04390,7.04390
8.81820,52.81820,7.81820
9.07460,53.07460,8.07460
9.36930,53.36930,8.36930
9.70560,53.70560,8.70560
22.92090,53.92090,13.92090
16.67860,48.67860,8.67860
8.89180,51.89180,6.89180
9.70620,52.70620,7.70620
11.48480,53.48480,8.48480
10.44310,53.44310,8.44310
10.94520,49.94520,6.94520
11.45600,50.45600,7.45600
11.75840,50.75840,7.75840
8.61130,46.61130,3.61130
9.54920,47.54920,4.54920
10.08730,48.08730,5.08730
10.95600,48.95600,5.95600
12.46340,49.46340,6.46340
12.85080,49.85080,6.85080
23.35490,54.35490,14.35490
13.39300,50.39300,7.39300
24.29170,55.29170,15.29170
13.87930,50.87930,7.87930
25.26990,56.26990,16.26990
10.81370,49.81370,5.81370
11.55080,50.55080,6.55080
11.65540,50.65540,6.65540
1.94290,11.94290,1.94290
2.32040,12.32040,2.32040
12.39210,51.39210,8.39210
17.00850,49.00850,9.00850
17.06670,49.06670,9.06670
17.78380,49.78380,9.78380
15.52250,46.52250,7.52250
16.22490,47.22490,8.22490
9.20310,1.20310,1.20310
9.74770,1.74770,1.74770
10.69550,2.69550,2.69550
11.46890,3.46890,3.46890
12.21990,4.21990,4.21990
13.09460,5.09460,5.09460
9.82920,1.82920,1.82920
10.64150,2.64150,2.64150
10.71890,2.71890,2.71890
10.72680,2.72680,2.72680
11.48780,3.48780,3.48780
11.66250,3.66250,3.66250
11.84330,3.84330,3.84330
12.68880,4.68880,4.68880
13.61140,5.61140,5.61140
13.84810,5.84810,5.84810
14.55300,6.55300,6.55300
15.15060,7.15060,7.15060
15.44480,7.44480,7.44480
16.33980,8.33980,8.33980
17.14970,9.14970,9.14970
17.40910,9.40910,9.40910
18.35920,10.35920,10.35920
18.89690,10.89690,10.89690
19.65330,11.65330,11.65330
19.57810,11.57810,11.57810
20.36740,12.36740,12.36740
20.96950,12.96950,12.96950
21.05020,13.05020,13.05020
21.44820,13.44820,13.44820
21.45540,13.45540,13.45540
-0.49180,-0.49180,-26.49180
-0.44170,-0.44170,-26.44170
0.26900,0.26900,-25.73100
1.26200,1.26200,-24.73800
15.20570,7.20570,7.20570
15.45990,7.45990,7.45990
15.82200,7.82200,7.82200
16.69840,8.69840,8.69840
17.75060,9.75060,9.75060
18.68350,10.68350,10.68350
19.25500,11.25500,11.25500
19.48520,11.48520,11.48520
19.82080,11.82080,11.82080
20.74570,12.74570,12.74570
21.66210,13.66210,13.66210
22.66100,14.66100,14.66100
21.75630,13.75630,13.75630
22.06310,14.06310,14.06310
22.80030,14.80030,14.80030
23.45120,15.45120,15.45120
9.34960,1.34960,1.34960
10.17590,2.17590,2.17590
10.25600,2.25600,2.25600
10.51680,2.51680,2.51680
9.53060,1.53060,1.53060
9.73490,1.73490,1.73490
10.69510,2.69510,2.69510
10.84420,2.84420,2.84420
11.83370,3.83370,3.83370
12.35200,4.35200,4.35200
12.88250,4.88250,4.88250
13.46130,5.46130,5.46130
11.89390,3.89390,3.89390
12.77940,4.77940,4.77940
13.08070,5.08070,5.08070
13.61230,5.61230,5.61230
15.97510,52.97510,8.97510
16.13460,53.13460,9.13460
10.10820,50.10820,6.10820
10.28840,50.28840,6.28840
10.31020,50.31020,6.31020
16.15860,53.15860,9.15860